uid,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,Unnamed: 0,kmeans_0,kmeans_1,kmeans_2,kmeans_3,kmeans_4,kmeans_5,kmeans_6,kmeans_7,kmeans_8,kmeans_9,label
kn3164,3,0,4,5,0,1,2,0,2,1,2,2,0,0,0,0,2,0,0,0,3163,0,0,0,0,0,0,0,0,0,1,0
kn3165,3,1,2,1,1,1,4,1,0,1,2,3,0,0,1,3,0,0,0,0,3164,0,0,0,0,0,1,0,0,0,0,0
kn3166,3,3,2,0,0,0,1,0,1,0,1,4,2,1,1,2,2,2,0,0,3165,0,0,0,0,0,1,0,0,0,0,0
kn3167,3,3,1,1,0,0,1,3,1,0,2,3,4,1,1,0,1,0,0,0,3166,0,0,0,0,0,1,0,0,0,0,0
kn3168,3,3,4,5,1,0,1,0,0,2,2,1,0,1,0,0,0,1,0,0,3167,0,0,0,0,0,1,0,0,0,0,0
kn3169,3,0,1,0,1,0,1,0,3,1,4,1,1,3,0,0,0,0,0,0,3168,0,0,0,0,0,0,0,0,0,1,0
kn3170,3,0,2,2,0,1,2,0,0,0,0,0,0,0,1,1,1,1,0,0,3169,0,0,0,0,0,1,0,0,0,0,0
kn3171,5,0,0,0,2,0,1,0,3,0,1,0,2,0,0,0,1,1,7,0,3170,0,0,0,0,0,1,0,0,0,0,0
kn3172,5,5,1,2,3,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0,3171,0,0,0,0,0,1,0,0,0,0,0
kn3173,2,1,1,0,3,2,2,2,1,1,0,0,1,1,0,1,0,0,0,0,3172,0,0,0,0,0,0,1,0,0,0,0
kn3174,3,3,1,1,1,2,4,2,1,1,0,1,1,0,1,2,0,0,1,0,3173,0,0,0,0,0,1,0,0,0,0,0
kn3175,3,3,2,0,0,0,3,0,2,0,1,0,2,3,0,2,2,1,0,0,3174,0,0,0,0,0,0,0,0,0,1,0
kn3176,3,0,1,1,0,2,2,0,2,1,3,1,1,1,1,3,0,0,0,0,3175,0,0,0,0,0,1,0,0,0,0,0
kn3177,7,4,4,2,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,3176,0,0,0,0,0,1,0,0,0,0,0
kn3178,3,0,2,0,0,0,0,1,1,0,2,2,5,2,2,0,0,0,1,0,3177,0,0,0,0,0,0,0,0,0,1,0
kn3179,3,0,1,0,1,2,1,1,0,0,0,1,0,2,1,2,1,2,2,0,3178,0,0,0,0,0,1,0,0,0,0,0
kn3180,6,6,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3179,0,0,0,0,0,1,0,0,0,0,0
kn3181,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,10,0,3180,0,0,0,0,0,1,0,0,0,0,0
kn3182,3,3,2,2,2,4,4,0,1,0,0,1,0,1,0,1,0,0,0,0,3181,0,0,0,0,0,0,0,0,0,1,0
kn3183,2,3,0,2,1,1,1,0,3,0,0,4,0,0,0,1,1,0,0,0,3182,0,0,0,0,0,1,0,0,0,0,0
kn3184,7,3,2,2,3,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,3183,0,0,0,0,0,1,0,0,0,0,0
kn3185,3,1,1,0,0,0,1,2,2,0,1,0,1,5,2,1,1,0,0,0,3184,0,0,0,0,0,1,0,0,0,0,0
kn3186,3,0,2,1,3,2,1,1,1,1,2,0,0,0,2,0,0,0,0,0,3185,0,0,0,0,0,1,0,0,0,0,0
kn3187,2,1,1,2,0,2,2,1,2,0,0,1,5,2,0,0,1,1,0,0,3186,0,0,0,0,0,1,0,0,0,0,0
kn3188,3,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,2,5,8,0,3187,0,0,0,0,0,1,0,0,0,0,0
kn3189,3,1,4,1,3,1,3,0,3,0,0,0,2,0,0,1,0,0,0,0,3188,0,0,0,0,0,1,0,0,0,0,0
kn3190,4,0,0,2,0,4,2,3,0,0,0,2,2,1,1,0,0,1,0,0,3189,0,0,0,0,0,1,0,0,0,0,0
kn3191,3,3,1,1,0,1,1,0,3,1,3,1,0,0,0,3,0,1,0,0,3190,0,0,0,0,0,1,0,0,0,0,0
kn3192,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,2,7,0,3191,0,0,0,0,0,1,0,0,0,0,0
kn3193,3,1,1,0,1,0,1,3,1,0,0,0,1,0,3,2,1,2,0,0,3192,0,0,0,0,0,1,0,0,0,0,0
kn3194,5,0,0,0,2,3,1,0,2,2,1,4,3,1,1,1,0,0,0,0,3193,0,0,0,0,0,1,0,0,0,0,0
kn3195,4,1,5,3,3,1,3,0,1,0,0,0,0,1,2,0,0,0,0,0,3194,0,0,0,0,0,0,0,0,0,1,0
kn3196,2,3,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,12,0,3195,0,0,0,0,0,1,0,0,0,0,0
kn3197,4,1,4,2,0,3,1,0,2,1,1,1,3,0,1,0,0,0,0,0,3196,0,0,0,0,0,1,0,0,0,0,0
kn3198,3,0,1,1,1,0,1,0,0,1,0,1,0,2,2,0,0,0,0,0,3197,0,0,0,0,0,1,0,0,0,0,0
kn3199,2,1,1,0,0,1,2,1,1,1,2,3,2,1,1,1,1,1,0,0,3198,0,0,0,0,0,1,0,0,0,0,0
kn3200,2,3,0,5,1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,3199,0,0,0,0,0,0,0,0,0,1,0
kn3201,3,0,1,0,0,2,1,0,1,0,0,0,2,5,0,2,0,1,0,0,3200,0,0,0,0,0,1,0,0,0,0,0
kn3202,3,0,1,0,0,2,1,0,0,1,2,1,1,2,5,1,2,0,0,0,3201,0,0,0,0,0,1,0,0,0,0,0
kn3203,2,1,1,2,1,1,0,1,2,0,2,1,2,0,4,2,0,0,0,0,3202,0,0,0,0,0,1,0,0,0,0,0
kn3204,2,1,1,1,0,0,5,2,2,0,2,2,0,0,1,0,3,0,0,0,3203,0,0,0,0,0,1,0,0,0,0,0
kn3205,3,0,2,5,0,2,2,2,1,0,1,2,0,0,0,1,0,0,0,0,3204,0,0,0,0,0,1,0,0,0,0,0
kn3206,3,0,1,0,3,7,2,0,1,1,1,0,2,0,0,0,0,0,0,0,3205,0,0,0,0,0,1,0,0,0,0,0
kn3207,4,1,0,1,1,2,5,0,0,1,0,2,0,3,0,2,1,0,1,0,3206,0,0,0,0,0,1,0,0,0,0,0
kn3208,4,0,0,3,0,1,2,0,0,0,1,0,1,0,0,0,1,0,1,0,3207,0,0,0,0,0,1,0,0,0,0,0
kn3209,10,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,3208,0,0,0,0,0,1,0,0,0,0,0
kn3210,3,0,1,0,2,3,2,1,1,2,1,2,0,0,1,3,0,1,0,0,3209,0,0,0,0,0,1,0,0,0,0,0
kn3211,4,0,4,5,0,0,3,0,1,0,0,1,0,0,1,1,3,0,0,0,3210,0,0,0,0,0,1,0,0,0,0,0
kn3212,4,3,2,2,3,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,3211,0,0,0,0,0,1,0,0,0,0,0
kn3213,4,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3212,0,0,0,0,0,0,0,0,0,1,0
kn3214,5,1,1,0,1,1,2,0,1,0,0,0,1,1,0,2,0,7,3,0,3213,0,0,0,0,0,1,0,0,0,0,0
kn3215,2,1,1,0,1,0,1,1,4,2,2,1,0,3,0,1,0,0,1,0,3214,0,0,0,0,0,1,0,0,0,0,0
kn3216,3,0,1,1,0,2,3,2,1,1,1,1,0,1,1,1,3,0,0,0,3215,0,0,0,0,0,1,0,0,0,0,0
kn3217,2,0,2,0,2,0,1,0,0,0,1,2,0,0,4,2,4,0,0,0,3216,0,0,0,0,0,1,0,0,0,0,0
kn3218,2,3,2,5,3,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,3217,0,0,0,0,0,1,0,0,0,0,0
kn3219,2,1,1,0,2,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,3218,0,0,0,0,0,1,0,0,0,0,0
kn3220,2,1,0,0,4,3,1,0,2,2,1,2,0,1,1,1,1,1,0,0,3219,0,0,0,0,0,0,0,0,0,1,0
kn3221,2,3,2,1,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,3220,0,0,0,0,0,1,0,0,0,0,0
kn3222,2,3,0,1,1,0,2,0,1,1,2,2,1,0,3,1,0,0,0,0,3221,0,0,0,0,0,1,0,0,0,0,0
kn3223,6,5,1,1,1,1,1,0,0,3,1,0,0,0,0,0,0,1,0,0,3222,0,0,0,0,0,1,0,0,0,0,0
kn3224,3,1,1,1,1,1,2,1,0,3,1,1,1,1,2,3,1,0,0,0,3223,0,0,0,0,0,1,0,0,0,0,0
kn3225,4,4,6,5,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,3224,0,0,0,0,0,1,0,0,0,0,0
kn3226,2,3,2,0,0,0,1,1,0,1,0,1,0,0,1,1,2,4,2,0,3225,0,0,0,0,0,1,0,0,0,0,0
kn3227,2,3,5,0,2,4,3,0,0,0,0,0,0,1,1,0,0,1,0,0,3226,0,0,0,0,0,1,0,0,0,0,0
kn3228,4,1,0,1,0,3,4,1,2,1,5,0,1,1,0,0,0,0,0,0,3227,0,0,0,0,0,0,0,0,0,1,0
kn3229,3,0,4,3,1,2,2,1,2,2,2,0,1,0,1,0,0,0,0,0,3228,0,0,0,0,0,1,0,0,0,0,0
kn3230,8,3,1,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,3229,0,0,0,0,0,1,0,0,0,0,0
kn3231,2,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,3,5,0,3230,0,0,0,0,0,1,0,0,0,0,0
kn3232,2,3,2,1,1,1,3,2,0,1,2,3,0,0,0,0,2,0,0,0,3231,0,0,0,0,0,1,0,0,0,0,0
kn3233,2,1,0,2,1,1,2,1,1,0,1,0,2,2,2,1,1,0,1,0,3232,0,0,0,0,0,1,0,0,0,0,0
kn3234,5,1,0,0,2,0,1,3,2,3,1,1,0,0,1,0,0,1,0,0,3233,0,0,0,0,0,1,0,0,0,0,0
kn3235,8,3,0,0,1,0,0,2,0,0,2,2,1,1,0,0,1,2,4,0,3234,0,0,0,0,0,1,0,0,0,0,0
kn3236,2,3,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,3235,0,0,0,0,0,1,0,0,0,0,0
kn3237,4,3,0,1,0,1,0,0,1,0,1,0,0,1,1,1,4,1,5,0,3236,0,0,0,0,0,0,0,0,0,1,0
kn3238,5,0,2,0,1,0,0,0,0,0,0,0,0,0,4,4,5,1,0,0,3237,0,0,0,0,0,0,0,0,0,1,0
kn3239,3,1,2,0,0,0,1,3,0,0,1,0,1,1,3,3,1,2,0,0,3238,0,0,0,0,0,1,0,0,0,0,0
kn3240,3,0,1,0,2,2,1,1,1,1,3,0,1,2,1,0,1,1,1,0,3239,0,0,0,0,0,1,0,0,0,0,0
kn3241,3,6,5,0,3,1,2,0,0,1,2,0,0,0,1,0,1,0,0,0,3240,0,0,0,0,0,1,0,0,0,0,0
kn3242,5,1,1,3,3,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,3241,0,0,0,0,0,1,0,0,0,0,0
kn3243,2,3,2,1,0,2,0,1,0,0,0,1,0,1,0,1,2,0,0,0,3242,0,0,0,0,0,1,0,0,0,0,0
kn3244,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,3243,0,0,0,0,0,1,0,0,0,0,0
kn3245,5,1,0,0,2,0,0,0,1,0,1,2,0,1,0,4,4,1,1,0,3244,0,0,0,0,0,1,0,0,0,0,0
kn3246,3,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,3245,0,0,0,0,0,1,0,0,0,0,0
kn3247,2,4,0,1,1,0,1,0,0,0,0,2,1,0,1,5,2,2,1,0,3246,0,0,0,0,0,1,0,0,0,0,0
kn3248,2,3,0,3,1,2,3,1,2,1,0,2,0,0,0,1,0,0,0,0,3247,0,0,0,0,0,1,0,0,0,0,0
kn3249,7,3,1,7,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,3248,0,0,0,0,0,0,0,0,0,1,0
kn3250,2,1,1,0,0,1,2,0,1,4,5,1,1,0,1,1,1,0,0,0,3249,0,0,0,0,0,1,0,0,0,0,0
kn3251,5,6,4,1,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3250,0,0,0,0,0,0,0,0,0,1,0
kn3252,2,1,0,2,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,3251,0,0,0,0,0,1,0,0,0,0,0
kn3253,4,0,0,1,1,0,0,0,0,0,0,0,2,2,2,1,1,4,2,0,3252,0,0,0,0,0,1,0,0,0,0,0
kn3254,3,3,1,0,2,0,5,6,0,0,3,0,0,0,1,0,0,0,0,0,3253,0,0,0,0,0,1,0,0,0,0,0
kn3255,2,3,0,1,0,3,0,0,1,3,5,1,1,2,0,1,1,0,0,0,3254,0,0,0,0,0,1,0,0,0,0,0
kn3256,4,1,1,1,2,3,5,3,0,1,0,2,1,0,0,0,1,0,0,0,3255,0,0,0,0,0,1,0,0,0,0,0
kn3257,4,3,6,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3256,0,0,0,0,0,1,0,0,0,0,0
kn3258,3,3,1,2,0,0,1,0,1,0,1,1,1,3,0,3,3,3,0,0,3257,0,0,0,0,0,1,0,0,0,0,0
kn3259,4,1,1,1,0,2,1,0,0,1,4,1,4,2,2,0,0,0,0,0,3258,0,0,0,0,0,0,1,0,0,0,0
kn3260,3,0,1,6,6,2,0,1,0,0,0,2,1,0,0,0,0,2,0,0,3259,0,0,0,0,0,1,0,0,0,0,0
kn3261,5,3,1,0,2,1,1,0,0,0,0,0,0,0,1,1,0,3,3,0,3260,0,0,0,0,0,0,0,0,0,1,1
kn3262,3,0,2,0,0,0,1,3,0,2,2,0,3,0,3,2,0,0,0,0,3261,0,0,0,0,0,1,0,0,0,0,0
kn3263,5,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3262,0,0,0,0,0,1,0,0,0,0,0
kn3264,4,3,0,1,4,1,2,0,3,2,1,0,2,1,0,1,0,0,0,0,3263,0,0,0,0,0,0,0,0,0,1,0
kn3265,3,0,2,0,2,0,1,0,0,1,1,0,0,1,0,1,2,2,2,0,3264,0,0,0,0,0,1,0,0,0,0,0
kn3266,3,0,1,1,0,0,2,0,0,0,2,2,1,0,4,2,1,0,0,0,3265,0,0,0,0,0,1,0,0,0,0,0
kn3267,2,3,1,0,0,0,1,0,0,0,1,1,0,1,3,4,2,1,2,0,3266,0,0,0,0,0,1,0,0,0,0,0
kn3268,2,4,4,5,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3267,0,0,0,0,0,1,0,0,0,0,0
kn3269,2,3,0,2,1,3,1,0,1,2,1,1,1,1,1,0,0,0,0,0,3268,0,0,0,0,0,1,0,0,0,0,0
kn3270,3,5,4,5,2,2,2,0,0,2,0,0,0,0,1,0,1,0,0,0,3269,0,0,0,0,0,1,0,0,0,0,0
kn3271,6,1,1,2,4,1,2,0,1,0,0,1,0,0,0,2,0,0,0,0,3270,0,0,0,0,0,1,0,0,0,0,0
kn3272,2,3,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,2,0,3271,0,0,0,0,0,1,0,0,0,0,0
kn3273,2,1,1,0,1,4,2,1,2,0,0,0,0,4,0,1,0,0,0,0,3272,0,0,0,0,0,0,0,0,0,1,1
kn3274,2,3,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3273,0,0,0,0,0,0,0,0,0,1,0
kn3275,3,1,2,3,1,0,2,0,4,0,2,1,0,0,0,0,1,0,0,0,3274,0,0,0,0,0,1,0,0,0,0,0
kn3276,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3275,0,0,0,0,0,0,1,0,0,0,0
kn3277,2,3,0,2,0,0,1,0,2,0,1,3,1,1,1,1,0,2,3,0,3276,0,0,0,0,0,1,0,0,0,0,0
kn3278,4,1,0,2,2,2,1,1,1,0,0,1,1,0,5,2,1,0,0,0,3277,0,0,0,0,0,1,0,0,0,0,0
kn3279,2,1,0,0,1,1,3,2,3,0,0,1,1,2,1,1,0,1,0,0,3278,0,0,0,0,0,1,0,0,0,0,0
kn3280,5,3,2,1,2,0,2,0,1,0,4,0,0,0,0,1,0,0,0,0,3279,0,0,0,0,0,1,0,0,0,0,0
kn3281,4,1,0,1,0,3,5,3,0,0,0,0,2,0,1,0,0,0,1,0,3280,0,0,0,0,0,1,0,0,0,0,0
kn3282,4,3,6,3,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3281,0,0,0,0,0,1,0,0,0,0,0
kn3283,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3282,0,0,0,0,0,1,0,0,0,0,0
kn3284,3,1,1,1,0,2,2,0,0,3,3,0,1,0,0,1,3,1,1,0,3283,0,0,0,0,0,1,0,0,0,0,0
kn3285,2,3,1,0,0,0,2,0,0,0,1,2,1,0,1,3,4,3,0,0,3284,0,0,0,0,0,1,0,0,0,0,0
kn3286,9,3,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3285,0,0,0,0,0,1,0,0,0,0,0
kn3287,6,3,1,0,0,2,1,0,0,0,0,0,0,0,1,1,2,0,0,0,3286,0,0,0,0,0,1,0,0,0,0,0
kn3288,3,0,4,1,2,1,3,2,1,2,3,0,0,0,2,0,0,0,0,0,3287,0,0,0,0,0,1,0,0,0,0,0
kn3289,3,0,1,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,3288,0,0,0,0,0,1,0,0,0,0,0
kn3290,4,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,1,8,1,0,3289,0,0,0,0,0,1,0,0,0,0,0
kn3291,2,3,2,1,0,0,1,0,1,0,1,0,1,1,2,5,3,1,0,0,3290,0,0,0,0,0,1,0,0,0,0,0
kn3292,10,1,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,3291,0,0,0,0,0,1,0,0,0,0,0
kn3293,3,1,2,1,1,1,1,2,1,2,0,0,1,0,0,1,2,1,0,0,3292,0,0,0,0,0,1,0,0,0,0,0
kn3294,11,1,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,3293,0,0,0,0,0,1,0,0,0,0,0
kn3295,2,3,5,3,2,2,1,0,0,0,1,0,0,0,1,0,0,2,0,0,3294,0,0,0,0,0,1,0,0,0,0,0
kn3296,4,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,12,0,3295,0,0,0,0,0,1,0,0,0,0,0
kn3297,2,1,1,0,0,2,1,1,0,0,0,1,2,1,1,0,0,0,0,0,3296,0,0,0,0,0,1,0,0,0,0,0
kn3298,2,3,1,2,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,3297,0,0,0,0,0,0,0,0,0,1,0
kn3299,9,0,1,2,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,3298,0,0,0,0,0,0,0,0,0,1,0
kn3300,2,3,1,0,0,2,3,0,1,1,0,0,0,2,0,0,4,0,0,0,3299,0,0,0,0,0,1,0,0,0,0,0
kn3301,9,1,4,2,0,0,1,0,1,2,1,0,0,1,0,0,0,1,1,0,3300,0,0,0,0,0,1,0,0,0,0,0
kn3302,2,0,4,0,1,0,1,0,1,0,0,1,2,2,1,1,0,0,2,0,3301,0,0,0,0,0,1,0,0,0,0,0
kn3303,2,1,1,1,0,2,0,1,5,2,0,2,1,0,0,0,0,0,0,0,3302,0,0,0,0,0,1,0,0,0,0,0
kn3304,2,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,3303,0,0,0,0,0,1,0,0,0,0,0
kn3305,3,1,2,0,0,0,0,0,2,0,1,0,5,3,2,1,2,1,0,0,3304,0,0,0,0,0,0,0,0,0,1,0
kn3306,3,0,1,0,1,2,1,3,3,2,1,0,1,2,1,0,0,0,0,0,3305,0,0,0,0,0,1,0,0,0,0,0
kn3307,3,0,4,2,0,1,2,0,1,0,2,3,0,0,5,0,0,0,0,0,3306,0,0,0,0,0,1,0,0,0,0,0
kn3308,8,1,0,0,1,0,1,2,1,0,1,0,1,2,0,1,1,0,0,0,3307,0,0,0,0,0,1,0,0,0,0,0
kn3309,3,0,4,0,2,0,0,1,1,2,4,1,0,0,4,0,0,0,1,0,3308,0,0,0,0,0,0,0,0,0,1,0
kn3310,2,4,4,7,1,1,3,0,0,1,1,0,1,0,0,1,0,0,0,0,3309,0,0,0,0,0,1,0,0,0,0,0
kn3311,2,3,2,1,3,2,2,1,2,0,0,1,0,1,0,1,0,1,0,0,3310,0,0,0,0,0,1,0,0,0,0,0
kn3312,4,1,0,3,1,0,2,0,0,0,3,1,2,0,1,0,2,0,0,0,3311,0,0,0,0,0,0,0,0,0,1,0
kn3313,4,1,0,2,0,3,1,1,0,2,3,1,3,0,0,1,0,3,0,0,3312,0,0,0,0,0,1,0,0,0,0,0
kn3314,2,3,0,1,1,0,1,0,0,1,1,0,3,0,2,6,1,1,0,0,3313,0,0,0,0,0,1,0,0,0,0,0
kn3315,3,1,1,0,0,0,2,1,3,0,0,2,1,1,2,1,2,0,0,0,3314,0,0,0,0,0,0,0,0,0,1,0
kn3316,3,3,4,1,2,0,1,1,0,0,2,0,2,1,1,0,1,0,0,0,3315,0,0,0,0,0,1,0,0,0,0,0
kn3317,2,1,2,0,0,0,0,0,1,0,3,2,2,1,1,1,3,2,0,0,3316,0,0,0,0,0,1,0,0,0,0,0
kn3318,2,1,4,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,10,0,3317,0,0,0,0,0,1,0,0,0,0,0
kn3319,5,0,1,1,2,1,1,0,5,2,1,1,2,1,0,0,0,0,1,0,3318,0,0,0,0,0,0,0,0,0,1,0
kn3320,2,3,1,1,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,3319,0,0,0,0,0,1,0,0,0,0,0
kn3321,4,0,0,2,0,0,1,0,0,0,1,3,1,0,2,3,3,2,1,0,3320,0,0,0,0,0,1,0,0,0,0,0
kn3322,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3321,0,0,0,0,0,1,0,0,0,0,0
kn3323,3,1,1,0,0,1,1,2,0,0,0,2,0,1,0,0,0,0,0,0,3322,0,0,0,0,0,1,0,0,0,0,0
kn3324,4,3,1,1,0,2,2,2,2,2,1,0,2,0,1,2,0,1,1,0,3323,0,0,0,0,0,0,0,0,0,1,0
kn3325,5,1,1,2,2,1,0,0,2,0,2,2,1,1,1,1,0,0,0,0,3324,0,0,0,0,0,0,0,0,0,1,0
kn3326,6,3,4,5,4,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,3325,0,0,0,0,0,1,0,0,0,0,0
kn3327,2,1,0,0,2,4,2,2,2,1,0,0,0,1,1,1,0,1,2,0,3326,0,0,0,0,0,1,0,0,0,0,0
kn3328,10,0,4,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,0,3327,0,0,0,0,0,1,0,0,0,0,0
kn3329,3,1,2,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,3328,0,0,0,0,0,1,0,0,0,0,0
kn3330,2,3,5,1,3,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,3329,0,0,0,0,0,1,0,0,0,0,0
kn3331,2,4,0,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3330,0,0,0,0,0,1,0,0,0,0,0
kn3332,2,3,2,0,2,4,1,0,4,4,0,0,1,1,0,0,0,0,0,0,3331,0,0,0,0,0,1,0,0,0,0,0
kn3333,3,3,5,2,1,3,1,1,0,0,0,1,0,0,0,2,0,0,0,0,3332,0,0,0,0,0,0,0,0,0,1,0
kn3334,2,3,0,0,0,2,4,0,0,1,0,0,0,3,2,4,2,0,0,0,3333,0,0,0,0,0,0,0,0,0,1,0
kn3335,4,4,1,3,2,1,1,3,0,1,0,2,0,0,1,0,1,1,2,0,3334,0,0,0,0,0,0,0,0,0,1,0
kn3336,2,1,0,0,0,0,1,1,2,1,3,1,1,2,0,1,1,2,2,0,3335,0,0,0,0,0,1,0,0,0,0,0
kn3337,2,1,1,1,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,3336,0,0,0,0,0,1,0,0,0,0,0
kn3338,2,3,2,1,0,1,2,2,3,2,1,0,0,1,2,0,0,0,0,0,3337,0,0,0,0,0,1,0,0,0,0,0
kn3339,4,0,1,2,0,0,2,1,1,0,1,2,4,4,1,0,0,0,0,0,3338,0,0,0,0,0,1,0,0,0,0,0
kn3340,3,3,2,3,4,2,1,2,0,0,2,0,2,0,1,1,0,0,0,0,3339,0,0,0,0,0,1,0,0,0,0,0
kn3341,5,3,4,1,6,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,3340,0,0,0,0,0,1,0,0,0,0,0
kn3342,2,3,1,0,2,0,0,0,0,0,1,1,0,0,2,0,1,2,0,0,3341,0,0,0,0,0,1,0,0,0,0,0
kn3343,4,1,4,3,0,1,2,1,1,2,4,0,0,0,0,3,0,0,0,0,3342,0,0,0,0,0,1,0,0,0,0,0
kn3344,5,1,1,1,2,1,0,1,2,0,3,0,0,0,0,0,1,4,6,0,3343,0,0,0,0,0,1,0,0,0,0,0
kn3345,6,4,1,1,2,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,3344,0,0,0,0,0,0,0,0,0,1,0
kn3346,2,1,4,7,2,0,3,0,0,0,0,0,1,1,2,0,0,1,0,0,3345,0,0,0,0,0,0,0,0,0,1,0
kn3347,3,1,1,1,2,0,0,4,3,0,0,2,2,0,3,1,0,0,0,0,3346,0,0,0,0,0,1,0,0,0,0,0
kn3348,11,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3347,0,0,0,0,0,1,0,0,0,0,0
kn3349,3,3,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3348,0,0,0,0,0,1,0,0,0,0,0
kn3350,4,0,0,1,1,1,1,2,1,1,2,2,1,0,1,1,0,3,0,0,3349,0,0,0,0,0,1,0,0,0,0,0
kn3351,2,1,2,0,0,1,1,0,1,0,0,0,0,2,0,3,3,5,1,0,3350,0,0,0,0,0,1,0,0,0,0,0
kn3352,2,1,0,0,0,2,2,0,0,0,2,1,1,1,1,1,3,1,4,0,3351,0,0,0,0,0,1,0,0,0,0,0
kn3353,3,1,1,2,0,1,0,1,1,1,2,0,2,1,0,2,1,2,0,0,3352,0,0,0,0,0,1,0,0,0,0,0
kn3354,2,3,1,0,0,1,0,1,0,0,2,3,1,2,2,3,1,0,2,0,3353,0,0,0,0,0,1,0,0,0,0,0
kn3355,3,0,2,0,0,0,0,1,0,1,0,0,0,0,1,2,1,5,4,0,3354,0,0,0,0,0,1,0,0,0,0,0
kn3356,4,3,0,1,0,0,1,1,1,1,1,0,0,0,0,0,2,2,9,0,3355,0,0,0,0,0,0,0,0,0,1,0
kn3357,2,3,0,0,0,0,5,1,6,1,0,0,2,1,0,0,1,0,0,0,3356,0,0,0,0,0,1,0,0,0,0,0
kn3358,2,3,4,1,6,0,2,1,2,0,0,1,1,0,0,2,0,0,0,0,3357,0,0,0,0,0,1,0,0,0,0,0
kn3359,13,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3358,0,0,0,0,0,0,0,0,0,1,0
kn3360,3,1,2,1,1,0,1,0,0,0,2,1,0,2,2,1,3,0,2,0,3359,0,0,0,0,0,1,0,0,0,0,0
